DAY_OF_MONTH,ORIGIN,DEST,DEP_TIME,ARR_TIME
16,CVG,PWM,1935,2141
16,MKE,CVG,1054,1301
16,DFW,AUS,1527,1619
16,RDU,DFW,1225,1403
16,BNA,DFW,0725,0914
16,DFW,ELP,0945,1024
16,DFW,PBI,0826,1205
16,ATL,MCI,2344,0121
16,SLC,TUL,2033,2354
16,ATL,DFW,1019,1124
16,SLC,PHX,1145,1215
16,CVG,LAX,1646,1803
16,LGA,CVG,1329,1517
16,CMH,CVG,1705,1750
16,OKC,SLC,0835,0959
16,SLC,BOI,1105,1213
16,DFW,BTR,1925,2046
16,ONT,DFW,1309,1745
16,SLC,SFO,2213,2303
16,CAE,ATL,2108,2202
16,DEN,SLC,1208,1329
16,ATL,FLL,2227,2357
16,ATL,MSP,1317,1438
16,BHM,ATL,1348,1540
16,OKC,ATL,1400,1706
16,ATL,PNS,0830,0825
16,CLE,ATL,0555,0727
16,LAX,ATL,0911,1603
16,CVG,IND,0903,0843
16,SJC,SLC,1650,1926
16,FCA,SLC,0620,0740
16,ATL,RIC,2127,2249
16,VPS,ATL,1659,1855
16,IAD,ATL,0630,0818
16,ATL,MSP,1157,1319
16,DFW,SFO,2235,0023
16,JAX,DFW,1819,1941
16,ATL,BNA,0835,0835
16,PIT,ATL,0604,0739
16,ATL,MHT,2018,2240
16,SAT,ATL,1542,1847
16,ATL,MLB,2059,2220
16,ATL,RDU,2102,2211
16,SJC,ATL,1434,2154
16,FCA,SLC,1355,1520
16,TYS,ATL,1101,1153
16,DFW,MSY,0731,0854
16,MSY,PNS,0919,1000
16,PDX,SLC,1819,2100
16,CVG,RIC,0725,0849
16,ORF,CVG,1015,1143
16,RIC,ORF,0910,0952
16,BDL,ATL,1819,2103
16,SAN,SLC,1804,2042
16,SLC,BIL,2152,2311
16,GSO,ATL,0700,0830
16,MCO,ATL,0912,1034
16,ATL,SNA,1952,2129
16,SHV,ATL,1027,1255
16,ATL,LAX,2231,0018
16,SEA,SLC,1051,1339
16,SLC,SAN,1442,1529
16,SLC,IAH,0947,1337
16,ATL,GSP,1512,1555
16,ONT,SLC,1825,2057
16,RIC,ATL,0850,1028
16,ATL,ORD,0640,0722
16,MCI,SLC,1619,1745
16,SLC,SFO,1901,1953
16,ATL,CVG,1457,1602
16,ATL,PVD,0914,1131
16,ATL,SLC,1059,1254
16,JAX,ATL,0734,0846
16,IAD,ATL,2022,2201
16,CVG,RIC,1852,2020
16,LAS,LAX,1806,1926
16,FLL,ATL,1148,1327
16,CVG,ORD,2044,2050
16,LEX,CVG,1900,1931
16,SAT,DFW,1858,2004
16,ATL,PIT,1351,1523
16,GSO,ATL,1555,1709
16,LGA,ATL,1002,1227
16,SLC,BOS,1419,2055
16,MCI,ATL,1940,2230
16,ATL,AUS,1140,1240
16,TPA,ATL,0928,1048
16,ATL,MEM,0635,0650
16,ATL,SNA,0849,1018
16,CVG,EWR,1457,1654
16,BOS,ATL,1341,1614
16,ATL,OMA,1020,1135
16,RIC,ATL,0707,0842
16,ATL,TUL,1132,1219
16,SNA,SLC,1627,1918
16,ATL,MIA,1454,1635
16,DFW,BNA,2028,2210
16,ELP,DFW,1533,1805
16,BOS,CVG,1737,1948
16,ATL,MIA,1557,1735
16,ATL,HSV,1034,1019
16,MDT,ATL,0715,0914
16,ATL,MIA,2352,0122
16,ATL,CLE,0817,0946
16,GSP,ATL,0617,0707
16,CVG,SEA,2104,2222
16,MCO,CVG,1747,1944
16,FLL,ATL,0811,0947
16,SLC,LAS,1155,1211
16,TPA,LGA,1430,1707
16,CVG,DEN,1237,1322
16,ATL,TYS,1839,1922
16,ATL,GSO,1548,1651
16,PBI,ATL,1306,1442
16,ATL,ORF,0032,0151
16,ATL,CAK,1008,1138
16,SLC,SEA,2220,2320
16,ATL,PBI,1207,1343
16,SLC,FCA,2203,2342
16,SEA,SLC,1840,2130
16,ATL,FLL,1120,1306
16,CHS,ATL,1633,1741
16,ABE,MDT,1158,1233
16,ATL,ABE,0933,1123
16,MDT,ATL,1312,1500
16,ATL,DAY,1740,1900
16,SDF,ATL,2050,2205
16,MOB,ATL,1300,1513
16,BTR,DFW,0734,0853
16,DFW,OAK,1024,1207
16,JAN,ATL,0719,0935
16,ATL,SAV,1153,1253
16,AUS,CVG,1445,1803
16,CVG,SYR,2030,2158
16,ATL,PVD,2115,2327
16,ATL,SAV,1118,1213
16,ATL,ORF,1115,1234
16,CVG,MCI,2232,2336
16,LGA,CVG,1726,1917
16,DFW,BOS,1954,0030
16,FLL,ATL,0650,0826
16,PHX,DFW,1450,1902
16,ATL,PBI,2238,0011
16,SLC,OKC,1703,2009
16,BOS,SLC,1816,2107
16,SLC,LAS,2218,2258
16,ATL,ORF,0620,0745
16,LAX,MCO,0718,1457
16,MIA,ATL,0701,0852
16,LAX,SLC,1554,1831
16,ATL,ORD,1308,1356
16,SJC,SLC,0635,0917
16,SLC,MCO,1028,1625
16,HOU,ATL,1627,1914
16,IAH,ATL,0708,1009
16,SEA,SLC,0637,0930
16,SLC,DEN,1013,1147
16,ATL,OKC,1233,1343
16,PVD,ATL,0645,0912
16,ATL,OMA,2034,2156
16,PNS,ATL,1658,1912
16,CVG,SDF,1950,2023
16,ATL,LGA,1417,1623
16,TUL,ATL,1006,1251
16,ATL,SAN,1621,1747
16,ORD,ATL,1207,1456
16,OAK,DFW,1240,1744
16,CVG,IND,2047,2031
16,CVG,DEN,2047,2141
16,BZN,SLC,1307,1420
16,ATL,LAX,1059,1222
16,LAX,OGG,1417,1637
16,LAS,SLC,1131,1342
16,ATL,SDF,1524,1631
16,PBI,ATL,1246,1435
16,SDF,CVG,1727,1803
16,CVG,PIT,1938,2047
16,ATL,SRQ,1234,1352
16,MKE,ATL,0805,1059
16,DEN,ATL,1439,1916
16,DFW,PDX,0959,1142
16,RDU,DFW,0710,0853
16,CVG,MKE,1100,1103
16,PDX,ATL,2201,0520
16,ALB,ATL,1622,1830
16,ATL,COS,1955,2046
16,HNL,LAX,0918,1725
16,LAX,HNL,1523,1745
16,SLC,LAX,1147,1312
16,TPA,ATL,1606,1718
16,ATL,MKE,2000,2047
16,ATL,SMF,1916,2115
16,MCO,CVG,0748,0942
16,BIL,SLC,1812,1928
16,ORD,SLC,0759,1015
16,SLC,SMF,1130,1203
16,JAX,ATL,2255,0002
16,ABQ,TUS,2100,2111
16,ATL,ABQ,1910,2028
16,OMA,ATL,1229,1529
16,SFO,ATL,1248,2019
16,SLC,ATL,1353,1909
16,CVG,TPA,1927,2133
16,SLC,DFW,1528,1847
16,ATL,TYS,1336,1423
16,CVG,PDX,2101,2225
16,ATL,RIC,1837,2000
16,ATL,CVG,0900,1014
16,ATL,SDF,1713,1833
16,COS,ATL,1128,1605
16,ATL,TYS,1030,1114
16,ATL,CHS,0013,0109
16,LAS,ATL,1223,1855
16,ATL,ORD,1711,1756
16,RSW,ATL,1400,1542
16,SLC,IAD,1020,""
16,CVG,CMH,1116,1158
16,DFW,CVG,0729,1032
16,DFW,MSY,1252,1412
16,SFO,DFW,0626,1133
16,LAS,LAX,0612,0716
16,ATL,BHM,1743,1739
16,TUL,ATL,0705,1000
16,ATL,MDW,2153,2236
16,SAN,SLC,0625,0909
16,STL,ATL,0744,1010
16,PSC,GEG,1933,2012
16,SLC,PSC,1844,1911
16,DFW,LAS,0951,1042
16,FLL,DFW,0630,0825
16,GTF,SLC,0624,0740
16,DFW,AUS,2150,2245
16,LIT,DFW,1841,1945
16,DFW,ONT,1551,1659
16,PBI,DFW,1250,1439
16,CVG,PHX,1637,1736
16,PHX,LAS,1912,2027
16,GSO,ATL,1747,1908
16,CVG,LEX,1506,1548
16,GEG,SLC,1026,1258
16,SLC,DEN,1351,1512
16,CVG,EWR,1908,2101
16,TUS,CVG,1124,1736
16,ATL,PNS,2009,2018
16,CLT,ATL,1621,1721
16,LAX,TPA,2151,0509
16,TPA,PBI,0554,0643
16,ATL,PBI,2021,2150
16,CVG,CLE,1857,1950
16,MCI,CVG,1547,1813
16,ATL,MOB,0822,0839
16,LEX,ATL,0615,0721
16,SLC,PDX,2210,2253
16,BHM,ATL,0555,0746
16,DEN,SLC,1800,1926
16,ATL,AUS,2213,2321
16,ATL,CLT,1253,1346
16,IND,ATL,0937,1201
16,LIT,ATL,0804,1032
16,IAH,SLC,0806,1017
16,ATL,EWR,1431,1626
16,SRQ,ATL,1135,1310
16,DFW,ABQ,2125,2218
16,LGA,DFW,1750,2020
16,TPA,ATL,0802,0919
16,ATL,CLT,1914,2008
16,DFW,TUS,1544,1554
16,SAT,DFW,1340,1435
16,BHM,CVG,1140,1403
16,SAT,SLC,0831,1031
16,SLC,SNA,1157,1248
16,ONT,SLC,1241,1507
16,SLC,SAT,1707,2038
16,ATL,GSP,1925,2015
16,IND,ATL,1549,1811
16,BOS,CVG,1318,1524
16,CVG,SAN,1645,1810
16,ATL,CLT,1750,1841
16,ATL,LIT,1633,1701
16,GSP,ATL,1435,1520
16,ATL,CMH,1658,1817
16,SRQ,ATL,1429,1553
16,CVG,EWR,0715,0858
16,ATL,GSO,2211,2315
16,ORD,SLC,1850,2112
16,SLC,SMF,2221,2300
16,ATL,BWI,1707,1848
16,SDF,ATL,1220,1325
16,DFW,PBI,1336,1710
16,CLT,ATL,2129,2234
16,ATL,DTW,1715,1901
16,HOU,ATL,1545,1842
16,SAV,ATL,1642,1742
16,ATL,MCO,1848,2012
16,ATL,CLT,2153,2243
16,LGA,ATL,1748,2003
16,SLC,GTF,2151,2310
16,ATL,SYR,2133,2324
16,SLC,LAX,1917,2003
16,DFW,JAN,0821,0938
16,JAN,BHM,0956,1047
16,BWI,ATL,1140,1323
16,FLL,ATL,1808,1955
16,ATL,MOB,2311,2322
16,DFW,LIT,1921,2031
16,SAT,DFW,1730,1827
16,ATL,LAS,1000,1127
16,BNA,CVG,1540,1737
16,TLH,ATL,0714,0819
16,SAN,SLC,1619,1900
16,SDF,ATL,0620,0738
16,DFW,JAN,1928,2059
16,JAN,PNS,2120,2212
16,TUS,DFW,1420,1827
16,LAS,SLC,1858,2114
16,SLC,PSC,2204,2241
16,BWI,CVG,1345,1524
16,CVG,SFO,1618,1808
16,PHL,SLC,0757,1032
16,ATL,LAS,1129,1241
16,CVG,RSW,1248,1506
16,PWM,CVG,0916,1121
16,ATL,MCI,1745,1850
16,CVG,LGA,2146,2329
16,AUS,SLC,1545,1730
16,SAT,AUS,1428,1458
16,SLC,SAT,1001,1325
16,ATL,IAD,1122,1253
16,TYS,ATL,1214,1306
16,BHM,ATL,1040,1225
16,ATL,SRQ,1047,1204
16,IND,ATL,0941,1200
16,TPA,ATL,1024,1159
16,CLT,ATL,1201,1329
16,CLE,CVG,0655,0751
16,CVG,RDU,0858,1014
16,ATL,BHM,1020,1007
16,ATL,MSP,0820,0938
16,MIA,ATL,0531,0715
16,ATL,MOB,1945,1950
16,TPA,CVG,0931,1136
16,DFW,SAT,2115,2220
16,ATL,CLT,1430,1520
16,CVG,LAS,1243,1352
16,PHL,CVG,1014,1144
16,ATL,BHM,2302,2235
16,CVG,ORD,1902,1902
16,TPA,CVG,1536,1733
16,TYS,ATL,1629,1718
16,ATL,BHM,1631,1623
16,CAK,ATL,1337,1510
16,CVG,ORD,1443,1444
16,MSP,ATL,1400,1722
16,ATL,GSO,0822,0935
16,DFW,SEA,2124,2327
16,ATL,TLH,2044,2134
16,CHS,ATL,2033,2130
16,ATL,PIT,2011,2144
16,AUS,ATL,1525,1823
16,DFW,SAN,2105,2208
16,PBI,DFW,1803,1949
16,PHX,SLC,1247,1522
16,ATL,PDX,1921,2111
16,CMH,ATL,1620,1741
16,PDX,SLC,0604,0841
16,SLC,BOS,1008,1645
16,ATL,SHV,1209,1245
16,ATL,MEM,0835,0847
16,ATL,CVG,2344,0056
16,ATL,SRQ,2031,2206
16,JAX,ATL,1453,1559
16,LAS,LAX,1020,1119
16,ATL,SDF,2043,2203
16,RSW,ATL,1754,1952
16,SDF,LEX,2225,2254
16,BHM,CVG,0739,0958
16,ATL,TPA,2333,0047
16,SFO,LAX,1917,2037
16,CVG,MSP,1103,1150
16,JAX,CVG,0828,1008
16,ATL,SHV,2153,2228
16,CLT,ATL,1929,2036
16,HSV,ATL,1355,1543
16,ATL,MOB,1601,1607
16,MSY,DFW,1820,1946
16,SLC,COS,2044,2213
16,LAS,SLC,1313,1524
16,ATL,MCI,1326,1438
16,PDX,SLC,1038,1326
16,SLC,MCI,1437,1750
16,DFW,LIT,1246,1357
16,RDU,ATL,2121,2238
16,GEG,SLC,1319,1555
16,ATL,SEA,1009,1216
16,RSW,ATL,0713,0854
16,CLE,CVG,1924,2017
16,IAH,ATL,1940,2241
16,BIL,SLC,1256,1417
16,SLC,SMF,1652,1733
16,ATL,RIC,1357,1517
16,CVG,RDU,1727,1838
16,ATL,JAX,0958,1052
16,BNA,ATL,0624,0854
16,ATL,HOU,1405,1506
16,ATL,MHT,1246,1504
16,PNS,ATL,0934,1139
16,ATL,AUS,2117,2230
16,LGA,BOS,0958,1057
16,BOS,LGA,0930,1035
16,LGA,BOS,1134,1224
16,BOS,LGA,1129,1227
16,LGA,BOS,1329,1427
16,BOS,LGA,1328,1429
16,LGA,BOS,1530,1640
16,BOS,LGA,1530,1627
16,LGA,BOS,1741,1839
16,BOS,LGA,1729,1838
16,LGA,BOS,1928,2026
16,BOS,LGA,1929,2032
16,LGA,BOS,2130,2221
16,BOS,LGA,2129,2220
16,HNL,LAX,2101,0502
16,LAX,SLC,0635,0914
16,SLC,ONT,1125,1205
16,ATL,CLE,1705,1835
16,ATL,SAV,2338,0031
16,BWI,ATL,2020,2156
16,ATL,HSV,1752,1751
16,CVG,LEX,1854,1928
16,MSP,CVG,1513,1801
16,PSC,SLC,0636,0900
16,ATL,ALB,1705,1905
16,ELP,ATL,1109,1601
16,BOS,CVG,0911,1112
16,ATL,SRQ,0947,1102
16,PIT,ATL,1620,1801
16,CVG,MCI,1504,1543
16,JAX,CVG,1243,1427
16,CVG,ALB,1931,2118
16,MIA,CVG,1630,1850
16,DFW,SEA,0931,1141
16,TPA,DFW,0653,0821
16,ATL,MEM,1059,1111
16,ATL,DFW,2348,0100
16,ATL,LGA,1759,2002
16,SLC,SAN,1829,1918
16,ATL,MKE,0946,1028
16,CLT,ATL,0553,0655
16,LAX,LAS,2215,2325
16,ATL,ALB,2233,0033
16,ROC,ATL,0815,1029
16,ABQ,DFW,0935,1201
16,DFW,OAK,1624,1814
16,JAX,DFW,1421,1539
16,IAH,ATL,1142,1427
16,CVG,MCI,1044,1115
16,PVD,CVG,0615,0807
16,ATL,RDU,0649,0803
16,ATL,ALB,1326,1535
16,CVG,ATL,1930,2105
16,LAX,ATL,1543,2238
16,MIA,ATL,0941,1134
16,CVG,MCO,1641,1839
16,CVG,SLC,1107,1241
16,ORD,ATL,0807,1050
16,ATL,CLE,2218,2348
16,SLC,PHX,1445,1519
16,PNS,ATL,1217,1433
16,IAH,SLC,1442,1651
16,SLC,LAS,1745,1807
16,ATL,GSO,2340,0044
16,SLC,BOS,1655,2316
16,MCI,ATL,1654,2011
16,MSO,SLC,0630,0749
16,SLC,ATL,0850,1430
16,ATL,CHS,1905,2012
16,CVG,AUS,0852,1027
16,LEX,CVG,0710,0744
16,EWR,SLC,1751,2022
16,CVG,EWR,1105,1250
16,SAT,CVG,0625,0947
16,ATL,HSV,1324,1318
16,TLH,ATL,1042,1137
16,ATL,CAE,1922,2009
16,SLC,LAX,1120,1212
16,COS,DFW,1520,1754
16,DFW,RDU,1917,2248
16,ATL,IAH,2259,2350
16,GSO,ATL,1930,2105
16,TUL,ATL,1306,1555
16,ATL,MLB,2322,0029
16,ATL,RSW,1601,1723
16,ATL,SAV,0926,1022
16,DTW,ATL,0540,0718
16,DFW,CVG,1921,2230
16,ATL,SRQ,1615,1738
16,PIT,ATL,1330,1505
16,CVG,ORD,0740,0739
16,ATL,DAB,2155,2301
16,DAB,ATL,0659,0808
16,ATL,RDU,1856,2019
16,ATL,RDU,1218,1323
16,GEG,SLC,0650,0918
16,PHX,SLC,0614,0844
16,HLN,SLC,0645,0750
16,DEN,SLC,1609,1730
16,CLE,ATL,0708,0905
16,SNA,ATL,0854,1605
16,ATL,FLL,0658,0837
16,CVG,CLE,1520,1600
16,PBI,CVG,1738,2000
16,CVG,PHX,0920,1018
16,LAS,DFW,0125,0543
16,DFW,SLC,0901,1032
16,SLC,ATL,0006,0524
16,SLC,SEA,0831,0934
16,ORD,SLC,1521,1738
16,SLC,ONT,1841,1920
16,MCO,ATL,1526,1648
16,SLC,PHL,1646,2255
16,ATL,MOB,1237,1241
16,DAY,ATL,1218,1343
16,ALB,ATL,0750,1006
16,CVG,ATL,0731,0908
16,SAN,SLC,1011,1253
16,SLC,ORD,1402,1750
16,ATL,DAB,2101,2209
16,CVG,ATL,1811,1933
16,CVG,ATL,2133,2247
16,ATL,MCO,1609,1730
16,MCO,ATL,1221,1342
16,ATL,SAN,0825,0949
16,SAN,CVG,1103,1738
16,JFK,LAX,2244,0132
16,MCO,ATL,1837,1952
16,JFK,SFO,1757,2100
16,ATL,MCO,1917,2026
16,MCO,ATL,2115,2240
16,ATL,MCO,1008,1129
16,PDX,CVG,0726,1436
16,CVG,PDX,1702,1807
16,LAX,BOS,1313,2124
16,BOS,LAX,0803,1115
16,JFK,ATL,2304,0109
16,ATL,JFK,1609,1818
16,JFK,ATL,1957,2227
16,CVG,JFK,1620,1849
16,ATL,MCO,1005,1115
16,BOS,ATL,1121,1348
16,ATL,SLC,0904,1100
16,MCO,ATL,0533,0701
16,CVG,PBI,2052,2304
16,PVD,CVG,1729,1932
16,SLC,MSO,1204,1321
16,ATL,CHS,2207,2324
16,ATL,BWI,1021,1154
16,BHM,JAN,1125,1218
16,DFW,PHX,1546,1610
16,JAN,DFW,1300,1430
16,MIA,JFK,1215,1455
16,DFW,RNO,1028,1156
16,SLC,MCI,1625,1945
16,SNA,SLC,1230,1514
16,DFW,PBI,1937,2325
16,ATL,RSW,0938,1107
16,ATL,EWR,1548,1738
16,SLC,PSC,1214,1239
16,FLL,ATL,1253,1439
16,ATL,GSO,2025,2142
16,PHX,ATL,0027,0638
16,TUS,PHX,2252,2330
16,ATL,PNS,2251,2254
16,CVG,GSO,1903,2019
16,CVG,LGA,1138,1329
16,SFO,SLC,1302,1539
16,ATL,BWI,2144,2323
16,STT,ATL,1634,2015
16,BHM,ATL,1659,1849
16,CVG,BDL,0726,0913
16,ATL,STL,1616,1642
16,EWR,ATL,1243,1447
16,CVG,SDF,2246,2318
16,DFW,DEN,1525,1624
16,SHV,DFW,1329,1432
16,ATL,FLL,1616,1749
16,EWR,ATL,1848,2118
16,PHX,SLC,1704,1937
16,RIC,ATL,1450,1640
16,CVG,COS,2030,2110
16,PHL,CVG,1830,1955
16,CVG,BUF,1853,2008
16,MSY,CVG,1445,1744
16,CVG,SLC,1618,1801
16,ATL,MOB,1420,1423
16,BNA,ATL,1107,1256
16,STL,ATL,1951,2218
16,IAD,SLC,1915,2134
16,SLC,GEG,2205,2241
16,LGA,FLL,1924,2208
16,SEA,SLC,1707,2001
16,SLC,LAS,2135,2148
16,MSY,ATL,1028,1252
16,CVG,DTW,1914,2020
16,SEA,CVG,1108,1823
16,ATL,IND,1106,1127
16,RDU,CVG,1912,2057
16,CLE,ATL,1309,1448
16,MCI,ATL,0607,0923
16,ATL,MDW,1544,1622
16,CAE,ATL,1325,1426
16,SNA,SLC,1756,2034
16,MSO,SLC,1353,1515
16,SLC,MCO,1654,2242
16,ALB,CVG,1740,1930
16,CVG,TPA,2035,2238
16,CLE,CVG,1731,1828
16,ATL,DAY,2335,0049
16,ATL,RIC,0844,1006
16,IAD,ATL,1602,1745
16,DFW,ATL,1630,1933
16,CVG,DFW,2024,2142
16,RIC,CVG,1749,1906
16,BOI,SLC,0759,0857
16,ATL,SAV,1454,1553
16,BDL,ATL,1132,1354
16,MHT,ATL,1604,1834
16,SJC,SLC,1304,1537
16,SLC,IAD,1638,2230
16,SLC,BZN,2206,2339
16,DFW,TPA,0748,1118
16,CLE,ATL,1011,1156
16,CVG,FLL,1917,2150
16,ATL,RDU,0831,0942
16,ATL,MIA,0656,0836
16,ATL,DTW,2157,2351
16,ABQ,ATL,0700,1142
16,EWR,SLC,1042,1308
16,SLC,SFO,1119,1235
16,DFW,BOS,1310,1753
16,TUS,DFW,0810,1205
16,ATL,VPS,1630,1630
16,MKE,ATL,1202,1445
16,ANC,SLC,0647,1321
16,SLC,ABQ,2025,2156
16,IAD,ATL,1038,1209
16,CVG,JAX,2054,2234
16,ORD,CVG,1735,1941
16,JFK,SEA,1845,2121
16,ATL,IAD,1419,1550
16,ATL,TYS,2216,2301
16,ATL,CVG,1412,1522
16,ATL,RDU,2214,2326
16,SLC,SNA,2141,2231
16,ATL,IAD,1945,2118
16,BHM,ATL,1554,1806
16,GSO,ATL,1205,1329
16,ATL,MSY,2340,0005
16,ATL,MIA,0827,1012
16,DAY,ATL,0552,0712
16,CVG,PVD,1913,2114
16,DEN,CVG,1412,1826
16,ATL,TYS,1511,1551
16,CVG,SFO,2055,2301
16,MCO,LGA,2103,2344
16,ATL,TPA,1448,1605
16,ATL,GSO,1410,1507
16,IAD,ATL,1745,1927
16,DFW,LIT,0739,0848
16,LIT,MEM,0914,0952
16,ATL,PHL,2150,2337
16,GSP,ATL,1944,2035
16,SLC,LAX,2006,2050
16,ATL,MSY,1601,1627
16,RSW,ATL,1256,1439
16,ATL,CLT,1005,1053
16,DFW,SAT,1532,1629
16,LIT,DFW,1304,1411
16,CAE,ATL,1005,1056
16,ATL,CMH,0811,0929
16,RDU,ATL,1116,1227
16,ATL,MIA,1758,1932
16,ATL,SJC,1852,2101
16,RDU,ATL,1607,1734
16,DFW,MEM,1257,1426
16,LAX,DFW,0641,1139
16,ATL,MCO,1413,1524
16,CVG,MSY,0857,0952
16,IND,CVG,0622,0808
16,MCO,LGA,1130,1359
16,LGA,MCO,0820,1055
16,ATL,SJU,2140,0058
16,ATL,TPA,1841,1957
16,DEN,CVG,0535,1004
16,ALB,ATL,2012,2230
16,DFW,ATL,1019,1330
16,ATL,MSY,1431,1454
16,SFO,SLC,0639,0911
16,SLC,EWR,1034,1641
16,CAE,ATL,1756,1904
16,SLC,EWR,1641,2245
16,ATL,FLL,2037,2212
16,SFO,ATL,1151,1914
16,CVG,RDU,1900,2021
16,SLC,CVG,1421,1933
16,PHL,ATL,2212,0005
16,CVG,PWM,2245,0043
16,TPA,CVG,1939,2132
16,LGA,ATL,0943,1204
16,CVG,BHM,0945,0952
16,ORF,CVG,0630,0758
16,DFW,ABQ,0930,1003
16,CVG,PHL,1110,1250
16,MEM,CVG,0745,1005
16,ATL,BOS,2139,2356
16,ATL,CLE,2048,2225
16,ATL,BNA,1009,0951
16,SYR,ATL,0639,0844
16,LAX,MCO,1210,1935
16,DFW,SAT,0910,1006
16,CVG,BDL,1916,2121
16,ATL,SDF,2328,0026
16,PNS,ATL,2054,2256
16,MCO,LGA,1928,2150
16,LGA,MCO,1522,1746
16,ATL,SLC,2349,0152
16,LGA,ATL,2000,2209
16,ATL,SAV,2050,2152
16,BWI,ATL,1840,2043
16,CVG,DFW,1846,2002
16,MSY,ATL,1730,1946
16,FCA,SLC,1804,1931
16,HLN,FCA,1644,1729
16,SLC,HLN,1457,1615
16,MEM,ATL,1536,1803
16,DFW,LGA,1310,1740
16,PHX,DFW,0757,1220
16,ATL,MCO,2149,2301
16,SFO,SLC,1839,2111
16,ATL,CMH,2350,0102
16,ATL,AUS,0819,0926
16,CVG,BOS,0733,0930
16,CVG,PHX,1224,1324
16,IND,CVG,0950,1127
16,SDF,ATL,0800,0939
16,DEN,DFW,1517,1804
16,DFW,SFO,1010,1200
16,MEM,DFW,0735,0909
16,ATL,IND,0822,0846
16,HSV,ATL,0519,0707
16,TYS,ATL,1452,1541
16,ATL,SRQ,2338,0052
16,DTW,ATL,2002,2152
16,ATL,LGA,1312,1510
16,AUS,DFW,1838,1935
16,DFW,PHX,2042,2108
16,ATL,PHL,0645,0832
16,SFO,CVG,2243,0547
16,MDW,ATL,1803,2048
16,ATL,JAN,2158,2211
16,MSP,ATL,1703,2036
16,JAX,ATL,0856,1003
16,CMH,CVG,1858,1943
16,ABQ,ATL,0116,0556
16,ATL,BWI,0810,0944
16,PHX,CVG,0704,1321
16,ATL,MCI,1035,1130
16,PHL,ATL,0656,0851
16,ATL,BWI,2335,0115
16,SAV,ATL,2118,2212
16,PBI,ATL,1724,1904
16,TPA,BDL,1150,1438
16,PVD,MCO,1512,1750
16,BDL,PBI,1614,1902
16,MCO,ISP,1614,1853
16,FLL,BDL,1236,1528
16,BDL,TPA,0813,1103
16,MCO,BDL,1558,1837
16,BDL,MCO,1918,2206
16,MCO,PVD,2007,2248
16,BOS,FLL,1051,1402
16,FLL,BOS,1101,1404
16,BDL,PBI,0716,1010
16,TPA,BDL,1713,1959
16,TPA,CMH,1053,1255
16,PBI,BOS,0754,1054
16,JFK,FLL,1323,1600
16,FLL,JFK,0950,1229
16,JFK,MCO,0910,1213
16,MCO,JFK,1510,1734
16,EWR,FLL,1130,1414
16,BOS,MCO,1956,2255
16,FLL,JFK,1619,1853
16,MCO,EWR,1200,1432
16,EWR,MCO,1525,1800
16,MCO,BOS,1536,1831
16,EWR,FLL,1922,2202
16,RSW,EWR,1141,1423
16,MCO,BOS,1856,2141
16,PBI,BDL,1948,2226
16,BDL,MCO,1019,1300
16,BDL,PBI,1156,1445
16,MCO,ABE,0949,1215
16,ABE,MCO,1247,1510
16,PBI,EWR,1943,2216
16,PBI,EWR,1153,1426
16,FLL,BDL,1806,2108
16,BDL,FLL,1910,2220
16,BDL,FLL,1451,1746
16,ISP,MCO,1056,1337
16,PBI,BOS,1947,2243
16,BOS,PBI,1550,1849
16,PBI,BOS,1151,1452
16,BNA,MCO,0712,1001
16,MCO,IND,1638,1757
16,IND,MCO,1843,2151
16,MCO,BNA,1914,1957
16,IND,MCO,0700,1010
16,MCO,IND,1227,1346
16,IND,MCO,1433,1739
16,MCO,TPA,1823,1905
16,MCO,IND,2130,2258
16,FLL,EWR,1919,2201
16,BOS,MCO,1700,2003
16,FLL,JFK,1145,1428
16,PVD,MCO,0737,1020
16,MCO,BNA,0842,0923
16,BNA,MCO,1003,1242
16,MCO,PVD,1146,1430
16,IAD,MCO,1729,1938
16,MCO,IAD,1455,1653
16,EWR,MCO,2116,2350
16,PBI,BDL,1535,1835
16,BDL,FLL,0845,1140
16,BOS,RSW,0802,1132
16,RSW,BOS,1229,1530
16,BOS,PBI,0748,1049
16,PBI,BDL,1101,1343
16,JFK,TPA,1004,1242
16,MCO,BOS,1145,1449
16,BOS,RSW,0705,1030
16,RSW,BOS,1124,1417
16,BOS,RSW,1540,1853
16,RSW,BOS,1933,2236
16,IAD,MCO,0642,0903
16,IAD,MCO,1332,1546
16,FLL,BDL,0819,1110
16,EWR,RSW,1405,1705
16,FLL,EWR,1549,1834
16,MCO,IAD,0712,0918
16,MCO,EWR,1051,1314
16,MCO,BOS,1721,2017
16,BOS,MCO,1125,1436
16,EWR,MCO,1801,2030
16,MCO,BOS,1949,2241
16,FLL,BOS,1330,1635
16,EWR,MCO,0701,0940
16,MCO,BOS,1039,1325
16,BOS,MCO,1419,1711
16,MCO,EWR,0743,1005
16,EWR,MCO,1045,1310
16,MCO,BOS,1353,1701
16,BOS,MCO,1732,2036
16,MCO,EWR,2111,2331
16,EWR,MCO,0901,1140
16,TPA,MCO,1021,1057
16,BOS,MCO,1514,1808
16,MCO,EWR,2014,2241
16,IAD,MCO,0956,1207
16,JFK,MCO,1037,1317
16,MCO,IAD,1739,2003
16,MCO,JFK,0645,0903
16,ORD,MCO,0755,1129
16,MCO,IAD,1034,1305
